Accuracy,Precision,Recall,F1,FPR,Loss
0.2671374105197635,0.13360514948279867,0.8317272400379195,0.2302266450397324,0.8185457327440773,0.001584570951136035
0.539760348583878,0.1713275193685117,0.6472658084214017,0.2708515027045096,0.4767325920116614,0.001222360789905706
0.6510659819483348,0.16940143549973513,0.42742872198649673,0.24263830794670158,0.3152995508392604,0.001164071809139869
